1600181705.889:10947254,56207:"/bin/bash",read,0x2,"/dev/"
1600181705.893:10947256,56207:"/bin/bash",open,0x5fa03,"/tmp/"
1600181705.893:10947259,56207:"/bin/bash",open,0x656a4,"/tmp/sh-thd-6733238046000533871"
1600181705.893:10947262,56207:"/bin/bash",read,stdin,0
1600181705.893:10947263,56207:"/bin/bash",read,stdin,0
1600181705.893:10947265,56207:"/bin/bash",open,0x2,"/dev/"
1600181705.893:10947303,56207:"/bin/bash",read,stdin,0
1600181707.313:10947310,2008:"/bin/cat",execve,0,"/bin/cat"
1600181707.313:10947311,2008:"/bin/cat",open,0xc93bd,"/etc/ld.so.cache"
1600181707.313:10947313,2008:"/bin/cat",open,0xe09c2,"/lib/x86_64-linux-gnu/libc.so.6"
1600181707.313:10947314,2008:"/bin/cat",read,0xe09c2,"/lib/x86_64-linux-gnu/libc.so.6"
1600181707.313:10947316,2008:"/bin/cat",open,0xd49,"/usr/lib/locale/locale-archive"
1600181707.313:10947318,2008:"/bin/cat",open,0x14cb26f,"test.txt"
1600181707.313:10947319,2008:"/bin/cat",read,0x14cb26f,"test.txt"
1600181707.313:10947321,2008:"/bin/cat",read,0x14cb26f,"test.txt"
1600181707.733:10947377,57528:"/usr/lib/firefox/firefox",open,0x61591,"/home/x10/.mozilla/firefox/dqy0r712.default/datareporting/"
